MeetingDate,MeetingType,BodyName,EventInSiteURL,EventAgendaFile,EventMinutesFile,EventVideoPath,MatterTypeName,MatterRequester,AgendaItemNumber,AgendaItemTitle,AgendaItemDescription,MatterPassedDate,MatterNotes,EventItemConsent,EventItemPassedFlag,EventItemTally,IndexName,ActionName,ActionText,EventItemAgendaNote,EventItemMinutesNote,Mover,Seconder,MatterSponsors,MatterAttachmentURLs,EventItemVideo,ResultsURL,FileNumber,FileDetailURL,Kate Gallego (Mayor),Thelda Williams (D1-Vice Mayor),Jim Waring (D2),Debra Stark (D3),Laura Pastor (D4),Betty Guardado (D5),Sal DiCiccio (D6),Michael Nowakowski (D7),Carlos Garcia (D8)
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,"LIQUOR LICENSES, BINGO, AND OFF-TRACK BETTING LICENSE APPLICATIONS",,,,0,,,,,,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,Absent,,,,,,
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,20,Liquor License - Gary's Liquor,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3300,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314790&GUID=E5241068-F74A-4A22-812D-D7844E87EE99&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,3,Liquor License - Mia Osteria,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3302,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314792&GUID=4F3C558F-1B8E-4CE2-85E2-B76AFC1FAE72&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,5,Liquor License - State 48 Rock House Brewery,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3382,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314812&GUID=E7AA8C32-41DA-4E6C-9FD5-E13052100E76&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Liquor,,4,Liquor License - Proper Eats,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0069,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314837&GUID=1249D96F-17D2-4A2F-BC6C-050A0BECC4F3&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,14,Liquor License - Special Event - Vivre,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3348,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314796&GUID=AF447644-EE0A-4A6C-8E7D-C864ADE7E22F&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,8,Liquor License - Special Event - Brophy College Preparatory,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3362,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314799&GUID=44D7EFFE-4D38-4F4A-BB26-FD535D44CAC5&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,7,Liquor License - Special Event - Brophy College Preparatory,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3364,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314800&GUID=89DCF13F-28AF-4A37-80EB-BE6D093958F8&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,6,"Liquor License - Special Event - Future Forward Foundation, Inc.",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3375,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314808&GUID=AA685BF1-9786-4007-862A-CBE426002E38&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,12,"Liquor License - Special Event - Racelookup Foundation, Inc.",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3377,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314810&GUID=C4A3DD0D-F74A-4915-8A5E-A4CBEEAA382F&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,13,Liquor License - Special Event - St. Francis Xavier Roman Catholic Parish Phoenix,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,19-3379,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314811&GUID=2DCC3AA7-7562-4AA5-8D9C-A649F87F1C4F&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,15,Liquor License - Special Event - SS. Simon & Jude Roman Catholic Cathedral Phoenix,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0002,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314815&GUID=AD5C17A6-6EB1-4FC1-9903-1393D98AA5D9&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,19,Liquor License - Special Event - Phoenix Children's Chorus,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0003,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314816&GUID=91A9A0F6-E8AD-47B3-B1B3-CCD70CE97A10&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,10,Liquor License - Special Event - Cancer Support Community - Arizona,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0006,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314817&GUID=DB460885-14CF-4822-8A23-D219B30CBE52&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,11,Liquor License - Special Event - Cancer Support Community - Arizona,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0007,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314818&GUID=64996111-8D76-41A8-98E3-25541C792848&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,9,Liquor License - Special Event - Caledonian Society of Arizona,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0009,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314819&GUID=763CDC18-B7A2-4623-B4AE-E112AB02E52B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,17,"Liquor License - Special Event - United Phoenix Fire Fighters Emerald Society, Inc.",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0010,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314820&GUID=A2119CD2-21E7-4F20-8EE6-AEFBEB589529&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,16,Liquor License - Special Event - Laveen Community Council,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0013,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314821&GUID=C57C2B32-5869-402A-8229-74E68A93ABEB&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,2,"Liquor License - Special Event - Hermandad del Senor de los Milagros (Mesa, AZ)",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0046,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314834&GUID=6449E053-44A3-4703-AE6F-048D44E9762C&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,License - Special Event,,18,Liquor License - Special Event - Jupiter Foundation,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0103,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314845&GUID=2AF75545-F1D2-4223-96E2-D4AE7DC3D33A&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,Public Hearing (Non-Zoning),,31,Proposed 103rd Avenue and Southern Avenue Annexation - Public Hearing,,,,0,,,,hearing held,The hearing was held.,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,20-0074,https://phoenix.legistar.com/LegislationDetail.aspx?ID=4314840&GUID=61699635-E25F-40C7-95CA-56673FD84985&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C&Options=&Search=,,,Absent,,,,,,
2020-01-29,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=1687&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=A&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,https://phoenix.legistar.com/View.ashx?M=M&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,"ORDINANCES, RESOLUTIONS, AND NEW BUSINESS",,,,0,,,,,,,,,,,,https://youtu.be/Or3bGzmned4?si=ZVWgTVmD3A_SjnnX,https://phoenix.legistar.com/View.ashx?M=E2&ID=725883&GUID=3440719D-0749-4BAE-8560-5C0B6C85246B&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,Absent,,,,,,
