MeetingDate,MeetingType,BodyName,EventInSiteURL,EventAgendaFile,EventMinutesFile,EventVideoPath,MatterTypeName,MatterRequester,AgendaItemNumber,AgendaItemTitle,AgendaItemDescription,MatterPassedDate,MatterNotes,EventItemConsent,EventItemPassedFlag,EventItemTally,IndexName,ActionName,ActionText,EventItemAgendaNote,EventItemMinutesNote,Mover,Seconder,MatterSponsors,MatterAttachmentURLs,EventItemVideo,Kate Gallego (Mayor),Ann O'Brien (D1-Vice Mayor),Jim Waring (D2),Debra Stark (D3),Laura Pastor (D4),Betty Guardado (D5),Kevin Robinson (D6),Anna Hernandez (D7),Kesha Hodge Washington (D8)
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,29,"Authorization to Amend Contract 156398 with AVID Consulting, LLC to Expand Scope and Budget (Ordinance S-50502)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,30,Authorization to Amend Contract with Community Legal Services Tenants Eviction Assistance Project (TEAP) Program (Ordinance S-50505),,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman Ansari, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Yassamin Ansari,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,31,Financial Community Assistance Services - EXC 22-082 - Amendment (Ordinance S-50524),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,ECONOMIC DEVELOPMENT,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,32,"Authorization to Amend Ordinance S-49884 Authorizing Development Agreement with Republic Services, Inc. and CN Associates A, LLC and CN Associates K, LLC (Ordinance S-50495)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,33,Greater Phoenix Chamber Foundation Contract Amendment (Ordinance S-50496),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,34,"Amend Contract 147086 the West Fillmore Redevelopment and Purchase Agreement with High Street Fillmore, LLC. and High Street Fillmore Phase 2, LLC (Ordinance S-50508)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,35,Medium Voltage Maintenance Contract - IFB PCC 24-0067 Request for Award (Ordinance S-50500),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,PUBLIC SAFETY,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,36,Pharmaceuticals and Emergency Medical Supplies - IFB 19-095 - Amendment (Ordinance S-50528),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,37,LeadsOnline Web-Based Pawn Application - City of Mesa 2016122 - Amendment (Ordinance S-50507),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,38,Fiscal Year 2023 Community Policing Development Microgrant (Ordinance S-50512),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,39,Request Authorization for Sale of Canine Turbo (Ordinance S-50517),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,40,"Taser Equipment, Parts and Accessories - EXC 20-055 - Amendment (Ordinance S-50525)",,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,TRANSPORTATION AND INFRASTRUCTURE,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,41,Automated Teller Machine Services at Phoenix Sky Harbor International Airport AVN RCS 24-006 - Request for Award (Ordinance S-50522),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Formal Action,,43,Request to Issue Solicitation of Proposals for the South Central Transit Oriented Development Implementation,,,,0,1,,,approved,"A motion was made by Vice Mayor Stark, seconded by Councilwoman Ansari, that this item be approved. The motion carried by the following vote:",,,Debra Stark,Yassamin Ansari,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,44,Appraisal Services COOP BPM004770 - Request for Award (Ordinance S-50523),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,45,"Apply for Water Infrastructure Finance Authority - Water Conservation Grant Funding Opportunity: High Efficiency Toilet Replacement Downtown Facilities, High Efficiency Toilet Replacement Valley Wide, and MIOX Cooling Tower Retrofits (Ordinance S-50499)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,46,Solid Waste Facilities Improvements - Job Order Contracting Services - 4108JOC221 (Ordinance S-50503),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,47,Intergovernmental Agreement with City of Peoria to Accept and Process Recyclable Materials (Ordinance S-50513),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-G,,48,Authorize Revisions to Phoenix City Code Chapter 32 (Ordinance G-7218),,,,0,1,,,adopted,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that this item be adopted. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,49,Wireless Mesh Radios - IFB 19-043 - Amendment (Ordinance S-50497),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,50,Citywide General Construction - Job Order Contracting Services Amendment - 4108JOC209 (Ordinance S-50515),,,,1,1,,Citywide,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,51,"Aqua-Serv Engineering, Incorporated (Ordinance S-50494)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,52,"ARC Flash Analysis, Electrical Design and Inspection Services for Water Remote Facilities - Engineering Services - WS85400011 (Ordinance S-50498)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,53,"Apply for Environmental Protection Agency, EPA Water Workforce Development Funding Opportunity: Phoenix Water Conservation Corps Grant Opportunity for Fiscal Year 2023-24 (Ordinance S-50510)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,PLANNING AND ZONING MATTERS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,55,Final Plat - Replat of Phoenix Central Station - PLAT 220102 - Northwest Corner of Central Avenue and Van Buren Street,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Plat,,54,Final Plat - Seasons at Baker Farms - PLAT 220020 - Northwest Corner of McDowell Road and 79th Avenue,,,,1,1,,,approved,This item was approved.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Ordinance & Public Hearing,,59,"***ADDITIONAL INFORMATION (SEE ATTACHED MEMO)*** (CONTINUED FROM SEPT. 6 AND NOV. 1, 2023) - Public Hearing - Amend City Code - Ordinance Adoption - Parking Reductions for Multifamily Developments - Z-TA-8-23-Y (Ordinance G-7161)",,,,0,1,,,adopted,"The hearing was held. A motion was made by Vice Mayor Stark, seconded by Councilwoman Ansari, that this item be approved per the Jan. 10, 2024 memo from the Planning and Development Department Director, with adoption of the related ordinance. The motion carried by the following vote:",,,Debra Stark,Yassamin Ansari,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Zoning Ordinance & Public Hearing,,58,Public Hearing and Ordinance Adoption - Planning Hearing Officer Application PHO-1-23--Z-SP-5-21-7 - Approximately 100 Feet West of the Northwest Corner of 59th Avenue and Lower Buckeye Road (Ordinance G-7220),,,,0,1,,,adopted,"The hearing was held. A motion was made by Councilwoman Ansari, seconded by Vice Mayor Stark, that this item be approved per the Planning Hearing Officer's recommendation, with adoption of the related ordinance. The motion carried by the following vote:",,,Yassamin Ansari,Debra Stark,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,"REPORTS FROM CITY MANAGER, COMMITTEES OR CITY OFFICIALS",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,000 CITIZEN COMMENTS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,ADJOURN,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-S,,42,"Phoenix Sky Harbor International Airport New Crossfield Taxiway U - Construction Manager at Risk Construction Services - AV08000085 FAA, AV06000025 FAA, AV16000031 FAA, AV16000036 (Ordinance S-50529)",,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-G,,*57,"***REQUEST TO CONTINUE (SEE ATTACHED MEMO)*** (CONTINUED FROM OCT. 4, NOV. 1, DEC. 6, 2023 AND JAN. 3, 2024) - Amend City Code - Ordinance Adoption - Rezoning Application Z-27-23-1 - Southwest Corner of 19th Avenue and Quail Avenue (Ordinance G-7172)",,,,1,1,,,continued,"This item was continued to the Feb. 7, 2024 City Council Formal Meeting.",,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Ordinance-G,,56,Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-23--Z-8-22-1 - Approximately 760 Feet North of the Northeast Corner of I-17 and Circle Mountain Road (Ordinance G-7219),,,,1,1,,,adopted,This item was adopted.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Information Only,,,"OPTIONS TO ACCESS THIS MEETING

Virtual Request to speak at a meeting: 

- Register online by visiting the City Council Meetings page on phoenix.gov at least 2 hours prior to the start of this meeting. Then, click on this link at the time of the meeting and join the Webex to speak:
https://phoenixcitycouncil.webex.com/phoenixcitycouncil/onstage/g.php?MTID=eeef6f3eef439eb904d10782837ee7cd9

- Register via telephone at 602-262-6001 at least 2 hours prior to the start of this meeting, noting the item number. Then, use the Call-in phone number and Meeting ID listed below at the time of the meeting to call-in and speak. 

In-Person Requests to speak at a meeting:

- Register in person at a kiosk located at the City Council Chambers, 200 W. Jefferson St., Phoenix, Arizona, 85003. Arrive 1 hour prior to the start of this meeting. Depending on seating availability, residents will attend and speak from the Upper Chambers, Lower Chambers or City Hall location.

- Individuals should arrive early, 1 hour prior to the start of the meeting to submit an in-person request to speak before the item is called. After the item is called, requests to speak for that item will not be accepted.

At the time of the meeting:

- Watch the meeting live streamed on phoenix.gov or Phoenix Channel 11 on Cox Cable, or using the Webex link provided above.

- Call-in to listen to the meeting. Dial 602-666-0783 and Enter Meeting ID 2557 837 7953# (for English) or 2558 298 4084# (for Spanish). Press # again when prompted for attendee ID.

- Watch the meeting in-person from the Upper Chambers, Lower Chambers or City Hall depending on seating availability.

- Members of the public may attend this meeting in person. Physical access to the meeting location will be available starting 1 hour prior to the meeting.

Para nuestros residentes de habla hispana:	

- Para registrarse para hablar en español, llame al 602-262-6001 al menos 2 horas antes del inicio de esta reunión e indique el número del tema. El día de la reunión, llame al 602-666-0783 e ingrese el número de identificación de la reunión 2558 298 4084#. El intérprete le indicará cuando sea su turno de hablar. 

- Para solamente escuchar la reunión en español, llame a este mismo número el día de la reunión (602-666-0783; ingrese el número de identificación de la reunión 2558 298 4084#). Se proporciona interpretación simultánea para nuestros residentes durante todas las reuniones.

- Para asistir a la reunión en persona, vaya a las Cámaras del Concejo Municipal de Phoenix ubicadas en 200 W. Jefferson Street, Phoenix, AZ 85003. Llegue 1 hora antes del comienzo de la reunión. Si desea hablar, regístrese electrónicamente en uno de los quioscos, antes de que comience el tema. Una vez que se comience a discutir el tema, no se aceptarán nuevas solicitudes para hablar. Dependiendo de cuantos asientos haya disponibles, usted podría ser sentado en la parte superior de las cámaras, en el piso de abajo de las cámaras, o en el edificio municipal.

- Miembros del público pueden asistir a esta reunión en persona. El acceso físico al lugar de la reunión estará disponible comenzando una hora antes de la reunión.",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Petition,,60,Consideration of Citizen Petition by Jerry Carlton,,,,1,1,,,hearing held,This item was considered and no additional action was taken.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,1,1,,,approved and/or adopted as part of an omnibus motion,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that items 2-6 be recommended for approval. The motion carried by the following voice vote:",,,Debra Stark,Ann O'Brien,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,1,1,,,approved and/or adopted as part of an omnibus motion,"A motion was made by Vice Mayor Stark, seconded by Councilwoman O'Brien, that items 7-60 be approved or adopted, except items 14-15, 24, 26, 30, 40, 43, 48 and 58-59; noting Item 57 is continued to the Feb. 7, 2024 City Council Formal Meeting; and Item 59 has additional information. The motion carried by the following vote:",,,Debra Stark,Ann O'Brien,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-01-24,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2310&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,CALL TO ORDER AND ROLL CALL,,,,0,,,,,,,,,,,,,Present,Present,Present,Present,Present,Present,Present,,Present
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,MINUTES OF MEETINGS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,1,"For Approval or Correction, the Minutes of the Formal Meeting on March 17, 2021",,,,0,1,,,approved,"A motion was made by Councilwoman Pastor, seconded by Vice Mayor Stark, that this item be approved. The motion carried by the following voice vote:",,,Laura Pastor,Debra Stark,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Minutes,,2,"For Approval or Correction, the Minutes of the Formal Meeting on April 7, 2021",,,,0,1,,,approved,"A motion was made by Vice Mayor Stark, seconded by Councilwoman Pastor, that this item be approved. The motion carried by the following voice vote:",,,Debra Stark,Laura Pastor,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,BOARDS AND COMMISSIONS,,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,Board & Commission,,3,Mayor and Council Appointments to Boards and Commissions,,,,0,1,,,approved,"A motion was made by Vice Mayor Stark, seconded by Councilwoman Ansari, that this item be approved. The motion carried by the following voice vote:",,,Debra Stark,Yassamin Ansari,,,,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote,Voice Vote
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,,,,"LIQUOR LICENSES, BINGO, AND OFF-TRACK BETTING LICENSE APPLICATIONS",,,,0,,,,,,,,,,,,,,,,,,,,,
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,7,Liquor License - Grab N Go,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Liquor,,11,Liquor License - Santo Arcadia,,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
2024-02-07,Formal,City Council Formal Meeting,https://phoenix.legistar.com/MeetingDetail.aspx?LEGID=2311&GID=485&G=3F9B5896-D56F-4AD3-85AD-A8E5E58DD74C,,,,License - Special Event,,5,"Liquor License - Special Event - McDowell Mountain Music Festival, Inc.",,,,1,1,,,recommended for approval,This item was recommended for approval.,,,,,,,,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent,Consent
